date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:05:33	6646/6646	---M--	200	added ('OK')	application/rss+xml	etag:%226a91d02f55758ee535c1b894bd742588%22	http://localhost/solomon/feed/	C:/My%20Web%20Sites/solomon/localhost/solomon/feed/index.html	(from http://localhost/solomon/)
16:05:33	63463/63463	---M--	200	added ('OK')	text/css	etag:%22f7e7-5751ed34fe36d%22	http://localhost/solomon/wp-content/themes/total/style.css?ver=1.0	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/style5152.css	(from http://localhost/solomon/)
16:05:33	456194/456194	---M--	200	added ('OK')	text/css	etag:%226f602-534b35d243e80%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min0147.css	(from http://localhost/solomon/)
16:05:36	7994/7994	---M--	200	added ('OK')	application/javascript	etag:%221f3a-5750798c30b56%22	http://localhost/solomon/wp-includes/js/imagesloaded.min.js?ver=3.2.0	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-includes/js/imagesloaded.min55a0.js	(from http://localhost/solomon/)
16:05:36	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-5750798ea8179%22	http://localhost/solomon/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://localhost/solomon/)
16:05:37	20555/20555	---M--	200	added ('OK')	application/javascript	etag:%22504b-5751ed362759b%22	http://localhost/solomon/wp-content/themes/total/js/SmoothScroll.js?ver=1.00	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/js/SmoothScroll84e2.js	(from http://localhost/solomon/)
16:05:38	839/839	---M--	200	added ('OK')	text/xml	date:Fri,%2014%20Sep%202018%2013:05:37%20GMT	http://localhost/solomon/xmlrpc.php?rsd	C:/My%20Web%20Sites/solomon/localhost/solomon/xmlrpc0db0.php	(from http://localhost/solomon/)
16:05:38	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-5750798381315%22	http://localhost/solomon/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-includes/wlwmanifest.xml	(from http://localhost/solomon/)
16:05:39	2175/2175	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Sep%202018%2013:05:38%20GMT	http://localhost/solomon/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fsolomon%2F	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-json/oembed/1.0/embedc0a3.json	(from http://localhost/solomon/)
16:05:39	23282/23282	---M--	200	added ('OK')	application/javascript	etag:%225af2-5751ed363c1a8%22	http://localhost/solomon/wp-content/themes/total/js/jquery.stellar.js?ver=1.00	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/js/jquery.stellar84e2.js	(from http://localhost/solomon/)
16:05:40	2270/2270	---M--	200	added ('OK')	text/xml	date:Fri,%2014%20Sep%202018%2013:05:39%20GMT	http://localhost/solomon/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fsolomon%2F&format=xml	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-json/oembed/1.0/embedb913	(from http://localhost/solomon/)
16:05:41	3716/3716	---M--	200	added ('OK')	image/jpeg	etag:%22e84-5753006c51eb7%22	http://localhost/solomon/wp-content/uploads/2018/09/IMG_20180905_150743-150x150.jpg	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/uploads/2018/09/IMG_20180905_150743-150x150.jpg	(from http://localhost/solomon/)
16:05:41	5306/5306	---M--	200	added ('OK')	application/javascript	etag:%2214ba-5751ed3637f3f%22	http://localhost/solomon/wp-content/themes/total/js/jquery.nav.js?ver=1.00	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/js/jquery.nav84e2.js	(from http://localhost/solomon/)
16:05:43	24059/24059	---MC-	200	added ('OK')	text/html	date:Fri,%2014%20Sep%202018%2013:05:41%20GMT	http://localhost/solomon/about-me/	C:/My%20Web%20Sites/solomon/localhost/solomon/about-me/index.html	(from http://localhost/solomon/)
16:05:47	54869/54869	---MC-	200	added ('OK')	application/json	date:Fri,%2014%20Sep%202018%2013:05:37%20GMT	http://localhost/solomon/wp-json/	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-json/index.html	(from http://localhost/solomon/)
16:05:49	20028/20028	---MC-	200	added ('OK')	text/html	date:Fri,%2014%20Sep%202018%2013:05:47%20GMT	http://localhost/solomon/experience/	C:/My%20Web%20Sites/solomon/localhost/solomon/experience/index.html	(from http://localhost/solomon/)
16:05:49	42766/42766	---M--	200	added ('OK')	application/javascript	etag:%22a70e-5751ed3648113%22	http://localhost/solomon/wp-content/themes/total/js/owl.carousel.js?ver=1.00	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/js/owl.carousel84e2.js	(from http://localhost/solomon/)
16:05:49	97184/97184	---M--	200	added ('OK')	application/javascript	etag:%2217ba0-5750798ec004f%22	http://localhost/solomon/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-includes/js/jquery/jqueryb8ff.js	(from http://localhost/solomon/)
16:05:50	21838/21838	---MC-	200	added ('OK')	text/html	date:Fri,%2014%20Sep%202018%2013:05:49%20GMT	http://localhost/solomon/contact/	C:/My%20Web%20Sites/solomon/localhost/solomon/contact/index.html	(from http://localhost/solomon/)
16:05:51	6975/6975	---M--	200	added ('OK')	application/javascript	etag:%221b3f-5751ed364c37c%22	http://localhost/solomon/wp-content/themes/total/js/superfish.js?ver=1.00	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/js/superfish84e2.js	(from http://localhost/solomon/)
16:05:51	13792/13792	---M--	200	added ('OK')	application/javascript	etag:%2235e0-5751ed3640029%22	http://localhost/solomon/wp-content/themes/total/js/nivo-lightbox.js?ver=1.00	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/js/nivo-lightbox84e2.js	(from http://localhost/solomon/)
16:05:53	15547/15547	---M--	200	added ('OK')	application/javascript	etag:%223cbb-5751ed3657efe%22	http://localhost/solomon/wp-content/themes/total/js/wow.js?ver=1.00	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/js/wow84e2.js	(from http://localhost/solomon/)
16:05:54	6424/6424	---M--	200	added ('OK')	application/javascript	etag:%221918-5751ed36501fc%22	http://localhost/solomon/wp-content/themes/total/js/total-custom.js?ver=1.01	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/js/total-custom60c6.js	(from http://localhost/solomon/)
16:05:54	1398/1398	---M--	200	added ('OK')	application/javascript	etag:%22576-5750798bc9eb5%22	http://localhost/solomon/wp-includes/js/wp-embed.min.js?ver=4.9.8	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-includes/js/wp-embed.min5010.js	(from http://localhost/solomon/)
16:05:55	17548/17548	---M--	200	added ('OK')	application/javascript	etag:%22448c-5751ed365407d%22	http://localhost/solomon/wp-content/themes/total/js/waypoint.js?ver=1.00	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/js/waypoint84e2.js	(from http://localhost/solomon/)
16:05:55	21207/21207	---M--	200	added ('OK')	application/javascript	etag:%2252d7-5751ed3644292%22	http://localhost/solomon/wp-content/themes/total/js/odometer.js?ver=1.00	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/js/odometer84e2.js	(from http://localhost/solomon/)
16:05:57	19095/19095	---M--	200	added ('OK')	application/javascript	etag:%224a97-534b35d614780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=4.12	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min0147.js	(from http://localhost/solomon/)
16:05:57	66624/66624	---M--	200	added ('OK')	text/html	etag:%2210440-52aff8969e980%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3295.html	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.12)
16:06:02	115711/115711	---M--	200	added ('OK')	application/javascript	etag:%221c3ff-5751ed362eeb5%22	http://localhost/solomon/wp-content/themes/total/js/isotope.pkgd.js?ver=1.00	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/js/isotope.pkgd84e2.js	(from http://localhost/solomon/)
16:06:07	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-52aff8969e980%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot?v=4.5.0	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3295.eot	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.12)
16:06:07	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-52aff8969e980%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.12)
16:06:08	365616/365616	---M--	200	added ('OK')	image/svg+xml	etag:%2259430-52aff8969e980%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.svg?v=4.5.0	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3295.svg	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.12)
16:06:10	17970/17970	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:06:07%20GMT	http://localhost/solomon/wp-content/themes/total/css/owl.video.play.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/css/owl.video.play.24.delayed	(from http://localhost/solomon/wp-content/themes/total/css/owl.carousel.css?ver=1.3.3)
16:06:12	17970/17970	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Sep%202018%2013:06:10%20GMT	http://localhost/solomon/wp-content/themes/total/css/loading.gif	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/css/loading.gif	(from http://localhost/solomon/wp-content/themes/total/css/nivo-lightbox.css?ver=1.3.3)
16:06:12	3193/3193	---M--	200	added ('OK')	image/png	etag:%22c79-5751ed3578c7a%22	http://localhost/solomon/wp-content/themes/total/css/images/next.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/css/images/next.png	(from http://localhost/solomon/wp-content/themes/total/css/nivo-lightbox.css?ver=1.3.3)
16:06:12	3184/3184	---M--	200	added ('OK')	image/png	etag:%22c70-5751ed3583475%22	http://localhost/solomon/wp-content/themes/total/css/images/prev.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/css/images/prev.png	(from http://localhost/solomon/wp-content/themes/total/css/nivo-lightbox.css?ver=1.3.3)
16:06:12	83588/83588	---M--	200	added ('OK')	application/x-font-woff	etag:%2214684-52aff8969e980%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.woff?v=4.5.0	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3295.woff	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.12)
16:06:13	2949/2949	---M--	200	added ('OK')	image/png	etag:%22b85-5751ed3550401%22	http://localhost/solomon/wp-content/themes/total/css/images/close.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/css/images/close.png	(from http://localhost/solomon/wp-content/themes/total/css/nivo-lightbox.css?ver=1.3.3)
16:06:13	4224/4224	---M--	200	added ('OK')	image/png	etag:%221080-5751ed35876dd%22	http://localhost/solomon/wp-content/themes/total/css/images/prev@2x.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/css/images/prev@2x.png	(from http://localhost/solomon/wp-content/themes/total/css/nivo-lightbox.css?ver=1.3.3)
16:06:14	4235/4235	---M--	200	added ('OK')	image/png	etag:%22108b-5751ed357d2cb%22	http://localhost/solomon/wp-content/themes/total/css/images/next@2x.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/css/images/next@2x.png	(from http://localhost/solomon/wp-content/themes/total/css/nivo-lightbox.css?ver=1.3.3)
16:06:14	3097/3097	---M--	200	added ('OK')	image/png	etag:%22c19-5751ed35588d2%22	http://localhost/solomon/wp-content/themes/total/css/images/close@2x.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/css/images/close@2x.png	(from http://localhost/solomon/wp-content/themes/total/css/nivo-lightbox.css?ver=1.3.3)
16:06:14	1159/1159	---M--	200	added ('OK')	image/png	etag:%22487-5751ed358c4ff%22	http://localhost/solomon/wp-content/themes/total/images/arrow.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/images/arrow.png	(from http://localhost/solomon/wp-content/themes/total/style.css?ver=1.0)
16:06:14	1212/1212	---M--	200	added ('OK')	image/png	etag:%224bc-5751ed35b227f%22	http://localhost/solomon/wp-content/themes/total/images/prev.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/images/prev.png	(from http://localhost/solomon/wp-content/themes/total/style.css?ver=1.0)
16:06:15	1145/1145	---M--	200	added ('OK')	image/png	etag:%22479-5751ed35a287c%22	http://localhost/solomon/wp-content/themes/total/images/next.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/images/next.png	(from http://localhost/solomon/wp-content/themes/total/style.css?ver=1.0)
16:06:15	18134/18134	---M--	200	added ('OK')	image/gif	etag:%2246d6-5751ed3572eb9%22	http://localhost/solomon/wp-content/themes/total/css/images/loading@2x.gif	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/css/images/loading@2x.gif	(from http://localhost/solomon/wp-content/themes/total/css/nivo-lightbox.css?ver=1.3.3)
16:06:15	3172/3172	---M--	200	added ('OK')	image/jpeg	etag:%22c64-5751ed359e613%22	http://localhost/solomon/wp-content/themes/total/images/footer-bg.jpg	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/themes/total/images/footer-bg.jpg	(from http://localhost/solomon/wp-content/themes/total/style.css?ver=1.0)
16:06:15	302/302	---M--	200	added ('OK')	image/png	etag:%2212e-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/vc/alert.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/vc/alert.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:15	323/323	---M--	200	added ('OK')	image/png	etag:%22143-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/vc/info.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/vc/info.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:16	244/244	---M--	200	added ('OK')	image/png	etag:%22f4-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/vc/tick.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/vc/tick.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:16	495/495	---M--	200	added ('OK')	image/png	etag:%221ef-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/vc/exclamation.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:16	712/712	---M--	200	added ('OK')	image/png	etag:%222c8-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/address-book.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:16	841/841	---M--	200	added ('OK')	image/png	etag:%22349-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:17	694/694	---M--	200	added ('OK')	image/png	etag:%222b6-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/anchor.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:17	544/544	---M--	200	added ('OK')	image/png	etag:%22220-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/application-image.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:17	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/arrow.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:17	682/682	---M--	200	added ('OK')	image/png	etag:%222aa-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:17	142072/142072	---M--	200	added ('OK')	application/x-font-ttf	etag:%2222af8-52aff8969e980%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3295.ttf	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=4.12)
16:06:18	705/705	---M--	200	added ('OK')	image/png	etag:%222c1-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:18	674/674	---M--	200	added ('OK')	image/png	etag:%222a2-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/balloon.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:18	717/717	---M--	200	added ('OK')	image/png	etag:%222cd-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:18	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:18	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:19	648/648	---M--	200	added ('OK')	image/png	etag:%22288-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:19	621/621	---M--	200	added ('OK')	image/png	etag:%2226d-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/binocular.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/binocular.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:19	688/688	---M--	200	added ('OK')	image/png	etag:%222b0-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:19	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:19	647/647	---M--	200	added ('OK')	image/png	etag:%22287-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:20	763/763	---M--	200	added ('OK')	image/png	etag:%222fb-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:20	690/690	---M--	200	added ('OK')	image/png	etag:%222b2-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:20	709/709	---M--	200	added ('OK')	image/png	etag:%222c5-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
16:06:20	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-5110403a15780%22	http://localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	C:/My%20Web%20Sites/solomon/localhost/solomon/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	(from http://localhost/solomon/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=4.12)
